ICAO,Name,City,Elevation,Longitude,Latitude
VTPO,Sukhothai,Sukhothai,179,99.8183136,17.2376976
VTPP,Phitsanulok,Phitsanulok,145,100.2791138,16.78294945
VTPR,Photharam,Ratchaburi,127,99.73015594,13.66680813
VTPS,Phon Phisai Airport,Phon Phisai,595,102.9108887,18.06732368
VTPT,Tak,Tak,473,99.25332642,16.89595795
VTPU,Uttaradit,Uttaradit,262,100.23526,17.67361259
VTPY,Khuan Phumiphon,Tak,492,99.05786133,17.23425674
VTSA,Khoun Khan,Khoun Khan,34,100.0802078,6.661624908
VTSB,Surat Thani,Surat Thani,19,99.13556671,9.132555962
VTSC,Narathiwat,Narathiwat,18,101.7425308,6.517861843
VTSD,San Kamphaeng Airport,San Kamphaeng,1048,99.13856506,18.8305397
VTSE,Chumphon,Chumphon,18,99.36169434,10.71118641
VTSF,Nakhon Si Thammarat,Nakhon Si Thammarat,13,99.94471741,8.539572716
VTSG,Krabi,Krabi,88,98.98872375,8.095984459
VTSH,Songkhla,Songkhla,12,100.6079941,7.18649292
VTSI,San Sai Airport,San Sai,1062,99.09243011,18.88170052
VTSK,Pattani,Pattani,8,101.1536865,6.7855196
VTSM,Samui,Surat Thani,49,100.0625,9.547725677
VTSN,Cha-Ian,Nakhon Si Thammarat,44,99.95555115,8.471101761
VTSP,Phuket Intl,Phuket,50,98.31684113,8.113226891
VTSR,Ranong,Ranong,46,98.58547211,9.777634621
VTSS,Hat Yai Intl,Songkhla,61,100.3942184,6.932681561
VTST,Trang,Trang,59,99.61758423,7.508893967
VTSU,Samut Sakhon Airport,Samut Sakhon,4,100.3295135,13.5396452
VTSW,Thalang Airport,Thalang,26,98.40332031,8.01850605
VTTR,Trat Airport,Trat,6,102.5184784,12.25411224
VTUD,Udon Thani,Udon Thani,579,102.7882843,17.38641357
VTUI,Sakon Nakhon,Sakon Nakhon,528,104.1186447,17.19516563
VTUJ,Surin,Surin,496,103.4982758,14.86780643
VTUK,Khon Kaen,Khon Kaen,635,102.7837753,16.46660423
VTUL,Loei,Loei,838,101.7221909,17.4391346
VTUN,Khorat,Nakhon Ratchasima,708,102.0786057,14.93453598
VTUO,Buri Ram,Buri Ram,575,103.2532501,15.22955608
VTUQ,Nakhon Ratchasima,Nakhon Ratchasima,753,102.3127441,14.94949341
VTUR,Rob Muang,Rob Muang,486,103.645813,16.07044792
VTUU,Ubon Ratchathani,Ubon Ratchathani,399,104.8702469,15.251297
VTUV,Roi Et,Roi Et,451,103.7737808,16.11675835
VTUW,Nakhon Phanom,Nakhon Phanom,571,104.6430206,17.38380432
VTWA,Wang Noi Airport,Wang Noi,2,100.6916962,14.16946125
VUU,Mvuu Camp Airport,Liwonde,1602,35.3018074,-14.83850098
VV02,Bien Hoa Air Base,,40,106.8184891,10.97649479
VV03,Haiphong Kien An Airport,,20,106.6053009,20.80415535
VVBM,Buon Me Thuot,Buon Me Thuot,1721,108.120285,12.66832638
VVBU,Bu Dop Airport,Bu Dop,820,106.9627991,11.82000542
VVCA,Chu Lai,,23,108.7058945,15.40597725
VVCI,Catbi,Haiphong,8,106.7249908,20.81936646
VVCL,Camly,Camly,4915,108.4104919,11.95065784
VVCM,Camau,Camau,7,105.1778641,9.177469254
VVCN,Can Tho Airport,Can Tho,2,105.7621918,10.05108643
VVCO,Yên Bái Air Base,Co Phuc,119,104.8544769,21.73209763
VVCR,Cam Ranh,Cam Ranh,29,109.2193298,11.99812412
VVCS,Conson,Conson,20,106.632637,8.732047081
VVCT,Tra Noc,Cantho,10,105.7094879,10.08372688
VVDH,Dong Hoi,,44,106.5951233,17.51342773
VVDL,Lienkhoung,Dalat,3102,108.3617706,11.75306129
VVDN,Danang Intl,Danang,24,108.1993408,16.04421997
VVGL,Gia Lam Air Base,,26,105.8861771,21.04090691
VVKP,Kep Air Base,,48,106.2603455,21.39423943
VVLO,Long Thanh Airport,Long Thanh,142,106.9599304,10.83647442
VVNB,Noibai Intl,Hanoi,39,105.8055878,21.22031784
VVNS,Nasan,Nasan,2045,104.0322037,21.21573448
VVNT,Nhatrang,Nhatrang,27,109.1922379,12.22749329
VVPB,Phubai,Hue,27,107.7037125,16.40060997
VVPC,Phucat,Phucat,88,109.0422974,13.95495319
VVPD,Phuc Tho Airport,Phuc Tho,92,105.4925613,21.0361824
VVPG,Tan Phu Airport,Tan Phu,174,106.7919235,11.30048656
VVPK,Pleiku,Pleiku,2424,108.0172653,14.00446415
VVPO,Pho Chau Airport,Pho Chau,1734,104.9754028,18.18286705
VVPQ,Duongdong,Phuquoc,23,103.9672165,10.22699451
VVPR,Phan Rang Airport,,77,108.9517975,11.63348198
VVRG,Rachgia,Rachgia,7,105.1326599,9.958167076
VVTH,Dong Tac,"Tuyhoa, Vietnam",23,109.3340073,13.048419
VVTS,Tansonnhat,Hochiminh,27,106.65168,10.81873322
VVTX,Tho Xuan,,53,105.4692307,19.90259171
VVVH,Vinh,Vinh,18,105.6707153,18.73761749
VVVT,Vung Tau Airport,Vung Tau,12,107.0948105,10.37259007
VYAN,Ann,Ann,53,94.02619934,19.76812935
VYAS,Anisakan,Anisakan,3120,96.40634918,21.95597076
VYBA,Bago Airport,Bago,137,96.42758179,17.30392075
VYBG,Bagan,Bagan,336,94.93035126,21.17898178
VYBM,Banmaw,Banmaw,375,97.24727631,24.27083969
VYBP,Bokpyinn,,65,98.73618317,11.14931583
VYCZ,Chanmyathazi,Mandalay,244,96.08955383,21.94057274
VYDA,Dawei Airport,Dawei,93,97.9822998,14.61497784
VYDW,Dawei,Dawei,78,98.20670319,14.09735394
VYGG,Gantgaw,Gantgaw,698,94.13397217,22.17479324
VYHB,Hmawby,Hmawby,71,96.06902313,17.12123108
VYHH,Heho,Heho,3889,96.79202271,20.74705505
VYHL,Hommalin,Hommalin,539,94.91414642,24.89911461
VYHN,Tilin Airport,Pakokku,1118,94.09484863,21.69923401
VYKG,Kengtung,Kengtung,2705,99.63581848,21.30165291
VYKI,Kanti,Kanti,671,95.67468262,25.9887352
VYKL,Kalay,Kalay,422,94.04889679,23.18903351
VYKP,Kyaukpyu,Kyaukpyu,10,93.53468323,19.42520332
VYKT,Kawthoung,Kawthoung,38,98.53804779,10.04931927
VYKU,Kyauktu,Kyauktu,1249,94.12519836,21.38985252
VYLK,Loikaw,Loikaw,2931,97.2148819,19.69179726
VYLS,Lashio,Lashio,2504,97.75243378,22.9777317
VYMD,Mandalay Intl,Mandalay,293,95.9773941,21.70103073
VYME,Myeik,Myeik,48,98.62112427,12.44007492
VYMK,Pamti,Myitkyina,478,97.35353088,25.38381958
VYML,Meiktila,Meiktila,700,95.89208221,20.88786316
VYMM,Mawlamyine,Mawlamyine,60,97.66082001,16.44486237
VYMN,Manaung,Manaung,43,93.68361664,18.84589005
VYMO,Momeik,Momeik,600,96.64514923,23.09245491
VYMS,Mong-Hsat,Mong-Hsat,1891,99.25841522,20.51809311
VYMT,Mong Tong,Mong Tong,1652,98.89904785,20.29608917
VYMW,Magway,Magway,288,94.96864319,20.15359306
VYMY,Monywar,Monywar,260,95.09348297,22.22436905
VYNM,Naungmom Airport,Cikai,1786,97.81423187,27.51153946
VYNP,West Nampong,Myitkyina,470,97.29515076,25.35437584
VYNS,Namsang,Namsang,3100,97.73586273,20.89053345
VYNT,Naypyitaw Intl,,294,96.20096588,19.62354469
VYPA,Hpa-An,Hpa-An,41,97.67517853,16.89418221
VYPK,Pauk,Pauk,505,94.48622131,21.44892502
VYPN,Pathein,Pathein,13,94.77350616,16.81191444
VYPT,Putao,Putao,1483,97.42616272,27.33004951
VYPU,Pakhokku,Pakhokku,333,95.11128235,21.4054184
VYPW,Palaw Airport,Myeik,16,98.64173889,12.95939732
VYPY,Pyay,Pyay,120,95.26582336,18.82474327
VYST,Shante,Shante,630,95.91513062,20.94495964
VYSW,Sittwe,Sittwe,35,92.87270355,20.13278389
VYTD,Mazin,Thandwe,28,94.30119324,18.46442413
VYTL,Tachilek,Tachilek,1274,99.93465424,20.48477173
VYTO,Taungoo,Taungoo,160,96.4012146,19.03125381
VYTY,Tanyang Airport,Lashio,3143,98.40563202,22.49225616
VYWA,Myoungmya Airport,Wakema,62,94.93209076,16.5718956
VYYE,Ye,Ye,78,97.86414337,15.30146217
VYYY,Yangon Intl,Yangon,78,96.13567352,16.91082764
W00,Freeway,Mitchellville,168,-76.77240753,38.94139481
W01,Tonasket Mun,Tonasket,1311,-119.4655685,48.7248497
W03,Wilson Industrial,Wilson,156,-77.9694519,35.7702446
W04,Ocean Shores Mun,Ocean Shores,13,-124.1423645,46.99925613
W05,Gettysburg & Travel Center,Gettysburg,546,-77.27468872,39.84129715
W07,Leon,Leon,557,-81.95271301,38.70298004
W09,Lower Monumental State,Kahlotus,806,-118.5364075,46.5500145
W10,Whidbey,Langley,271,-122.437767,48.01757813
W12,Lost River Resort,Mazama,2415,-120.5019073,48.6496582
W13,Eagle's Nest,Waynesboro,1433,-78.94442749,38.07692337
W16,First Air,Monroe,50,-121.9955826,47.87137222
W17,Raleigh East,Knightdale,313,-78.43701172,35.79766846
W18,Suburban,Laurel,141,-76.82803345,39.07686234
W19,Verona,Verona,960,-89.50923157,42.98956299
W20,Moses Lake Mun,Moses Lake,1203,-119.2378845,47.14199448
W22,Upshur Co,Buckhannon,1633,-80.27498627,39.00066757
W23,Wild Rose Idlewild,Wild Rose,903,-89.21725464,44.19926071
W24,Falwell,Lynchburg,869,-79.12168884,37.37806702
W27,Woodland State,Woodland,29,-122.7375183,45.89919281
W28,Sequim Valley,Sequim,143,-123.1879349,48.09791183
W29,Bay Bridge,Stevensville,10,-76.3299408,38.97646713
W31,Lunenburg Co,Kenbridge,518,-78.18513489,36.96038818
W32,Washington Executive/Hyde,Clinton,238,-76.93288422,38.74820709
W34,Shiocton,Shiocton,770,-88.56193542,44.45517731
W35,Potomac,Berkeley Springs,411,-78.16612244,39.69264603
W40,Mt Olive Mun,Mt Olive,166,-78.03863525,35.22148514
W41,Crisfield Mun,Crisfield,3,-75.82698059,38.01795959
W42,Fallston,Fallston,460,-76.41133118,39.50132751
W43,Hulett Mun,Hulett,4229,-104.5678406,44.66287994
W48,Essex Skypark,Baltimore,9,-76.43212891,39.2624321
W52,Goheen,Battle Ground,292,-122.5760117,45.82640457
W56,Fly For Fun,Vancouver,297,-122.521637,45.68729019
W57,Round Lake,Round Lake,168,-73.77105713,42.93132401
W58,Cedars North,Battle Ground,275,-122.5151672,45.76448822
W63,Marks Mun,Clarksville,388,-78.56016541,36.59571457
W73,Mid-Atlantic Soaring Center,Fairfield,573,-77.35153961,39.75714493
W75,Hummel,Saluda,26,-76.44674683,37.60241699
W77,Sanford-Lee Co Brick,Sanford,452,-79.18335724,35.43266296
W78,Tuck,South Boston,392,-78.84854889,36.70901871
W79,Tappahannock Mun,Tappahannock,24,-76.87158966,37.92573929
W81,Crewe Mun,Crewe,403,-78.0984726,37.1810379
W87,Wickenheiser,Carleton,608,-83.37391663,42.01739883
W88,Air Harbor,Greensboro,822,-79.80454254,36.17163086
W90,New London,Forest,800,-79.33583069,37.27158737
W91,Smith Mountain Lake,Moneta,878,-79.59248352,37.10772324
W94,Camp Peary Lndg Strip,Williamsburg,36,-76.63820648,37.31278229
W95,Ocracoke I,Ocracoke,4,-75.96601105,35.10119247
W96,New Kent Co,Quinton,114,-77.12657166,37.50344849
W99,Grant Co,Petersburg,955,-79.14582825,38.99496078
WA00,Mercer Ranch,Alderdale,780,-119.915741,45.89841843
WA01,Wirkkala,Naselle,35,-123.8143387,46.35742569
WA04,Kyle's Airfield at Lost Lake,Snohomish,470,-122.0438232,47.81483078
WA07,Barker,Mount Vernon,5,-122.3386612,48.3768692
WA09,Roche Harbor,Roche Harbor,100,-123.1363144,48.6114006
WA0K,Kornasoren,Kornasoren,11,134.8720856,-0.935735583
WA10,Gosney,Kaycee,4830,-106.6676788,43.72574234
WA14,Connell City,Connell,924,-118.8306046,46.66117859
WA15,Coulee City,Coulee City,1800,-119.2489548,47.61352921
WA16,Banas Field,Brooklyn,180,-123.5408859,46.80007172
WA17,Majerle Strip,Duvall,38,-121.9821625,47.75547791
WA18,Decatur /Jones/,Decatur Island,125,-122.802742,48.51032639
WA19,Pagerungan,Pagerungan,10,115.9310684,-6.956456661
WA1A,Sorong Mainland,Sorong Mainland,19,131.286972,-0.893959463
WA1B,Aru,Aru,43,134.1473846,-6.57363081
WA20,Gray Ranch,Benge,1625,-118.1763992,46.83998871
WA23,Pine Bluff,Springdale,2021,-117.7387085,48.02104187
WA24,Pfister's,Pasco,625,-119.0200043,46.40032578
WA25,Green Valley Airfield,Granite Falls,300,-122.0150986,48.09592438
WA26,Harrah,Harrah,845,-120.6339417,46.41141129
WA29,La Center View-Air,La Center,811,-122.593895,45.89432144
WA30,Lacrosse Muni,Lacrosse,1491,-117.9212112,46.79111862
WA35,Clam Harbor,Eastsound,220,-122.9471283,48.62233734
WA42,Stacey's,Port Townsend,100,-122.7728348,47.97569275
WA44,Maranggo,Maranggo,68,123.918602,-5.766366959
WA45,Olympic Field,Discovery Bay/Maynard,500,-122.8985519,47.99663544
WA46,Daybreak,La Center,25,-122.6380692,45.83141327
WA47,Flying Rock Airpark,Ellensburg,2636,-120.6336823,47.15138245
WA49,Flying R Ranch,Cheney,2450,-117.6467743,47.50395966
WA52,Deer Flat,Deer Park,2200,-117.5988464,47.95624542
WA56,Israel's Farm,Sedro Woolley,62,-122.0915146,48.50788498
WA59,Rake's Glen,Sequim,64,-123.1510925,48.12557983
WA61,Thompson Airport,Kingston,50,-122.5295258,47.80020142
WA62,Paradise Air Ranch,Spangle,2352,-117.4195786,47.47074127
WA63,Eagle's Nest,Curlew,540,-122.2504044,45.56585312
WA66,Spring Creek Ranch,White Salmon,475,-121.4946899,45.80866623
WA67,Green Mountain,Vancouver,270,-122.4726486,45.66305161
WA68,Vantage,Vantage,580,-119.9867706,46.93506241
WA69,Wax Orchards,Vashon,301,-122.4993668,47.40050125
WA72,Zema Private,Colville,1854,-117.9385834,48.64431763
WA74,Quincy Flying Service,Quincy,1276,-119.9099426,47.22735596
WA76,Columbia Crest Winery,Paterson,640,-119.6219025,45.95562363
WA77,Enumclaw,Enumclaw,738,-122.0201111,47.19599533
WA78,Sky River Ranch,Washougal,1239,-122.190918,45.62913895
WA80,McClellan Field,Amboy,840,-122.5483398,45.89362335
WA84,Auburn Academy,Auburn,416,-122.1499634,47.28069687
WA87,Parkside Airpark,Battle Ground,275,-122.553978,45.81572342
WA88,Horse Fly,Ferndale,70,-122.561142,48.8924408
WA93,Eliza Island,Bellingham,8,-122.5859146,48.65250778
WA95,Skyqueen,Centralia,530,-122.9113617,46.71893692
WA96,Leisureland Airpark,Bremerton,430,-122.7737045,47.6079216
WA97,Buena,Buena,830,-120.3402863,46.44261932
WA98,Kobok,Kobok,84,127.7023697,1.101533651
WAA,Weishaar International,Odessa,1719,-118.7578354,47.47748566
WAAA,Hasanuddin,Ujung Pandang,40,119.5525131,-5.07091713
WAAB,Ubrub Airport,Ubrub,189,141.191391,-3.96746254
WAAF,Suswa Airstrip,Aifat,571,132.2984009,-0.942038774
WABA,Beoga Airport,Beoga,6076,137.4252319,-3.816399097
WABB,Frans Kaisiepo,Biak,30,136.1078644,-1.190042496
WABC,Daufo Airfield,Beoga,456,137.2537537,-3.173550367
WABE,Bentiang Airstrip,Bengkayang,2381,109.915802,0.920069456
WABF,Faowi Airstrip,Beoga,292,137.7262573,-3.230271101
WABH,Gusimawa Airstrip,Bofuer,33,133.8776398,-3.042245626
WABI,Nabire,Nabire,21,135.4965668,-3.368104458
WABJ,Hitadipa Airport,Beoga,5007,137.1179199,-3.734013796
WABM,Bomoani Airstrip,Bomomani,5016,135.939621,-3.96097827
WABN,Engkadik Airstrip,Bengkayang,2181,110.0283279,0.979943395
WABO,Stevanus Rumbewas,,70,136.0652161,-1.829065323
WABQ,Kuala Randau Airstrip,Balaiberkuak,220,110.4727707,-0.582226753
WABR,Derapos Airstrip,Barapas,394,137.2232971,-2.973833799
WABS,Sinak,,7244,137.8398438,-3.822788239
WABT,Enarotali Airport,Enarotali,5799,136.3786621,-3.925719023
WABV,Magoda Airstrip,Bomomani,5252,135.8533478,-3.990449429
WABW,Waren Airport,Ransiki,32,134.1235809,-1.62897253
WABY,Kebo Airstrip,Enarotali,5811,136.3855591,-3.826046705
WABZ,Poga Airstrip,Bikondini,6998,138.5874634,-3.801503181
WACA,Calang Airstrip,Calang,31,95.62372589,4.612211227
WACC,Serukam,Bengkayang,171,109.3316345,0.796963751
WACD,Sungai Tontang Airstrip,Balaiberkuak,115,110.3770981,-0.731134295
WACE,Takar Airstrip,Betaf,34,139.1138916,-2.037652969
WACF,Timepa Airstrip,Bomomani,4958,135.7871094,-4.004635334
WACG,Turimo Airstrip,Beoga,281,137.5580139,-3.273648739
WACN,Kelabakan Airport,Binalawan,359,117.4990921,4.417609692
WACP,Kilifas Airstrip,Banda,981,141.3575134,-3.210128546
WACQ,Blangkejeren Airport,Blangkejeren,3469,97.35902405,3.946130276
WACS,Buntok Airport,Buntok,459,114.4446411,-0.688613236
WACT,Bomomani Airport,Bomomani,4591,135.7903442,-4.066387653
WACU,Cicurug Airport,Cicurug,1757,106.8117142,-6.75632
WACV,Bomomani Airport,Bomomani,5984,135.4820099,-3.9619205
WACW,Bilogai Airport,Bilogai,412,136.9105377,-3.184884071
WACX,Bilogai Airport,Bilogai,5193,136.7138977,-3.702766418
WACY,Bilogai Airport,Bilogai,6627,136.7427521,-3.707988739
WACZ,Beoga Airport,Beoga,6897,137.230545,-4.202808857
WAD,Andriamena Airport,Amparafaravola,2460,47.72326279,-17.63099861
WADA,Selaparang,Mataram,50,116.0946732,-8.560537338
WADB,Mohammad Salahuddin,Bima,8,118.6872406,-8.539579391
WADC,Dou Airstrip,Dabra,284,138.1484375,-3.262764692
WADD,Bali Intl,Denpasar,11,115.1674728,-8.748398781
WADF,Kaiy Airstrip,Dabra,178,138.1063385,-2.987223148
WADJ,Beoga Airport,Beoga,6409,137.2220154,-3.69147706
WADK,Beoga Airport,Beoga,275,137.4348297,-3.149488688
WADL,Lombok Intl,,313,116.2752762,-8.757206917
WADM,Beoga Airport,Beoga,327,137.2844391,-3.019024849
WADN,Beoga Airport,Beoga,380,137.0993958,-3.159504175
WADO,Dofa Airport,Dofa,3,125.482132,-1.782182097
WADP,Beoga Airport,Beoga,7628,137.4687195,-3.868467569
WADQ,Barapas Airport,Barapas,536,137.3109894,-2.784416914
WADR,Dagai Airport,Dabra,295,137.9437561,-3.305701017
WADS,Sumbawa Besar,Sumbawa,20,117.4116669,-8.488257408
WADT,Datah Dian Airstrip,Data Dian,1812,115.151268,2.007519722
WADU,Bikondini Airport,Bikondini,5316,138.5544128,-3.650733471
WADV,Dabra Airport,Dabra,995,138.5865479,-3.371727467
WADW,Dabra Airport,Dabra,1616,138.6124573,-3.397857904
WADX,Dabra Airport,Dabra,744,138.5205841,-3.357843161
WADY,Blimbingsari,,88,114.3418961,-8.309847832
WADZ,Banda Airport,Banda,1259,141.0726929,-3.29543972
WAEB,Basiem Airport,Eci,20,138.3834534,-6.058487415
WAEC,Aboge Airstrip,Eci,44,139.2669983,-6.062954903
WAED,Yaosakor Airstrip,Eci,17,138.4659271,-5.602134228
WAEE,Babullah,Ternate,49,127.3818054,0.830920219
WAEF,Kamur Airport,Eci,15,138.6371918,-6.18504715
WAEG,Gamar Malamo,,139,127.7856674,1.837325215
WAEH,Senggo Airport,Eci,36,139.3508301,-5.690628529
WAEJ,Eci Airport,Eci,33,138.3856354,-6.181949139
WAEK,Kuabang,,45,127.8959732,1.187770605
WAEL,Oesman Sadik,,108,127.5045471,-0.634233475
WAEM,Buli,,73,128.3833771,0.917549849
WAEN,Eaopoto Airstrip,Enarotali,5854,136.3379974,-3.949687004
WAEW,Pitu,Morotai,83,128.324646,2.046098709
WAFD,Bua,,96,120.2450714,-3.083169699
WAFF,Mutiara,Palu,256,119.9093094,-0.917792916
WAFJ,Tampa Padang,,8,119.026207,-2.589082003
WAFK,Rampi,,3519,120.2978973,-2.126091242
WAFM,Andi Jemma,Andi Jemma,36,120.3243484,-2.558051586
WAFN,Seko,,3525,119.8979645,-2.271145105
WAFP,Kasiguncu,"Poso, Indonesia",19,120.6586838,-1.414968848
WAFT,Pongtiku,Pongtiku,2871,119.8229828,-3.045714617
WAGA,Kuala Kurun,,113,113.873085,-1.128831863
WAGF,Kota Waringin Timur,,13,112.5365372,-3.376056671
WAGG,Tjilik Riwut,Palangkaraya,39,113.9435577,-2.227515697
WAGK,Beringin,,127,114.8936768,-0.942283511
WAGM,Sanggu,,23,114.8991928,-1.66945076
WAGN,Genyem Airport,Genyem,874,139.9881287,-2.965092897
WAGO,Syekh Hamzah Fansyuri Airport,Gosong Telaga,13,97.96681213,2.27023983
WAHH,Adisutjipto,Yogyakarta,376,110.4319229,-7.788164139
WAHL,Tunggul Wulung,Cilacap,69,109.0339813,-7.645008564
WAHQ,Adi Soemarmo,,399,110.7571564,-7.516060829
WAHS,Achmad Yani,Semarang,10,110.3726273,-6.970179558
WAJC,Dabra,,189,138.6134186,-3.270619631
WAJG,Batom,,389,140.8835449,-4.442653656
WAJI,Orai,,12,138.7536621,-1.873498201
WAJJ,Sentani,Jayapura,278,140.5194092,-2.57919836
WAJK,Kiwirok Airstrip,Ubrub,5327,140.7402802,-4.7134552
WAJO,Oksibil,,4266,140.6283112,-4.907347679
WAJT,Jatiwangi Airport,Jatiwangi,79,108.2520218,-6.677961349
WAJU,Ubrub Airport,Ubrub,1011,140.8847351,-3.675701618
WAJY,Werur/Mar Airport,Sausapor,30,132.1871643,-0.420708835
WAKA,Cilacap Wulung Airport,Karangbadar Kidul,11,109.0202637,-7.721802235
WAKC,Kasonaweja Airstrip,Kasonawejo,82,138.0326843,-2.300788164
WAKD,Mindiptana,,114,140.7094727,-5.876972198
WAKE,Bade,,28,139.5832214,-7.176177025
WAKF,Kustera Airstrip,Kasonawejo,364,137.9200897,-2.746813774
WAKG,Ewer,,10,138.0832214,-5.493587017
WAKH,Buduk Kabul Airstrip,Kayan Hulu,3161,115.706337,3.798272133
WAKI,Kwerba Airstrip,Kasonawejo,238,138.4089966,-2.643512487
WAKJ,Kimam,,20,138.8526459,-7.978653908
WAKK,Mopah,Merauke,8,140.4194336,-8.523044586
WAKL,Kwijawagi,Karubaga,9236,138.2048492,-4.025479794
WAKM,Komopa Airstrip,Kumopa,5794,136.477417,-3.799856663
WAKO,Okaba,,11,139.7233582,-8.094590187
WAKP,Kepi,,24,139.331665,-6.541339874
WAKQ,Lake Holmes Airstrip,Kasonawejo,1229,137.9883575,-2.472115993
WAKR,Kanggime Airstrip,Karubaga,4910,138.361908,-3.665794611
WAKS,Biri Airstrip,Kasonawejo,387,137.7682343,-2.878155708
WAKU,Keneyan Airstrip,Karubaga,457,138.3843536,-4.599470139
WAKV,Lumbis Airstrip,Kayan Hulu,519,116.2174606,4.304059029
WAKW,Eri Airstrip,Kasonawejo,417,138.0980835,-2.63578558
WAKX,Madya Raya Airstrip,Kenyau,381,111.6638489,-0.865011394
WAKY,Binuang Airstrip,Kayan Hulu,2635,115.8508911,3.714974165
WAKZ,Pit River Airstrip,Karubaga,7026,138.5331726,-3.982329369
WALB,Tanjung Maju Airstrip,Kenyau,174,110.4990234,-0.71008569
WALD,Yigi Airstrip,Karubaga,6025,138.3937683,-4.228468895
WALE,Melak Airport,Sebulu,492,115.759613,-0.204336375
WALF,Alama Airstrip,Karubaga,3297,137.8925781,-4.262814045
WALG,Aurimi Wzil Airstrip,Kasonawejo,283,138.4343567,-2.182146788
WALL,Sepinggan,Balikpapan,12,116.8945007,-1.268329859
WALP,Banaina Airport,Long Beluah,46,117.1289673,2.719158173
WALQ,Muara Badak Pujangan,Muara Badak Pujangan,48,117.4156876,-0.305942148
WALR,Pomala Airport,Kolaka,79,121.6146545,-4.181003094
WALS,Temindung,Samarinda,33,117.1573334,-0.4841052
WALT,Tanjung Santan,Tanjung Santan,121,117.4391479,-0.092612989
WALV,Bunyu,Bunyu,130,117.8672791,3.45607996
WALZ,Long Banga Airport,Long Layu,1426,115.401886,3.202267885
WAMA,Jita Airstrip,Mapurujaya,45,137.7019806,-4.856097221
WAMD,Jailolo/Kuripasai Airport,Jailolo,59,127.4850845,1.117533684
WAME,Sape Airstrip,Mindiptana,6774,140.5052338,-4.76535368
WAMG,Jalaluddin,Gorontalo,107,122.8491516,0.637180567
WAMH,Naha,Naha,51,125.5279617,3.683614731
WAMI,Sultan Bantilan Airport,Tolitoli,19,120.7953186,1.122781754
WAMJ,Gebe Airport,Petani,122,129.4578857,-0.079155676
WAMK,Sumtamon Airstrip,Mindiptana,4527,140.171524,-4.808254242
WAML,Testega Airstrip,Merdey,3739,133.5941772,-1.377990246
WAMM,Ratulangi,Manado,267,124.9263458,1.54929316
WAMN,Melangguane Airport,Lirung,13,126.6731949,4.009745121
WAMP,Iwur Airstrip,Mindiptana,722,140.7180634,-5.138883591
WAMQ,Gunung Batin Airport,Menggala,94,105.2321472,-4.611507893
WAMR,Padang Pagai Airstrip,Mandarahan,152,100.2141342,-2.857853174
WAMS,Miangas,,9,126.5798264,5.560034752
WAMT,Kaesah Airstrip,Muting,41,140.126297,-7.108672142
WAMW,Bubung,Bubung,67,122.7732086,-1.036849499
WAMY,Buol Airport,Lamadong,17,121.4144745,1.102894783
WAMZ,Obo Airport,Muting,23,141.3239594,-7.592000484
WAN,Waverney Airport,Innamincka,549,141.9242249,-25.35471725
WANA,Lasondre Airport,Natal,19,98.30121613,-0.018507242
WANB,Long Layu Airport,Long Layu,3213,115.5560608,3.558680773
WANC,Mamasa Airport,Mamasa,3031,119.3024521,-3.151157618
WAND,Malili Airport,Malili,65,121.0964584,-2.630584955
WANE,Kabare Airport,Kabare,33,131.0015717,-0.050301142
WANF,Merdey Airport,Merdey,533,133.6322021,-1.616297483
WANG,Merdey Airport,Merdey,4511,133.5192413,-1.423647761
WANH,Kiruru Airport,Kiruru,146,134.9744263,-4.283672333
WANI,Nabire Airport,Nabire,92,135.3923798,-3.393536568
WANJ,Moanemani Airport,Moanemani,5111,136.0377197,-4.006566048
WANK,Kumopa Airport,Kumopa,4723,136.7140961,-4.07225275
WANL,Moanemani Airport,Moanemani,4635,136.0632629,-3.686393261
WANM,Karubaga Airport,Karubaga,4888,137.8078003,-3.667659283
WANN,Karubaga Airport,Karubaga,6112,138.3318176,-4.242556572
WANO,Karubaga Airport,Karubaga,5161,138.3518982,-4.319067478
WANP,Karubaga Airport,Karubaga,3305,138.2464752,-4.309007168
WANQ,Karubaga Airport,Karubaga,4489,138.1948547,-4.225649834
WANR,Karubaga Airport,Karubaga,1700,138.2336426,-4.388391495
WANS,Karubaga Airport,Karubaga,9147,138.2529907,-4.026781559
WANT,Natal Airport,Natal,141,97.71880341,0.589251161
WANU,Karubaga Airport,Karubaga,6806,138.4655914,-4.23834753
WANV,Karubaga Airport,Karubaga,4749,138.0673828,-4.28151989
WANW,Karubaga Airport,Karubaga,7375,138.5195007,-4.312083721
WANX,Karubaga Airport,Karubaga,4713,138.3971863,-3.589049101
WANY,Karubaga Airport,Karubaga,5236,138.4241943,-3.656132936
WANZ,Karubaga Airport,Karubaga,7039,138.4294891,-3.724950552
WAOA,Obano Airport,Obano,5794,136.2297211,-3.910591125
WAOC,Batu Licin,Batu Licin,18,115.9953537,-3.412620783
WAOE,Karubaga Airport,Karubaga,4478,138.3760376,-3.537112236
WAOF,Karubaga Airport,Karubaga,5548,138.4352722,-3.568209648
WAOG,Karubaga Airport,Karubaga,4825,138.3299561,-3.502691746
WAOH,Mekar Putih,Mekar Putih,38,116.1012955,-3.989524364
WAOI,Karubaga Airport,Karubaga,3174,138.3626404,-3.499232769
